,Year,Nation,DEG_URB,SEX,AGE,Mean income
5756,2019,Slovenia,Rural areas,Females,18 years or over,"14,581"
5757,2019,Slovenia,Rural areas,Females,60 years or over,"12,350"
5758,2019,Slovenia,Rural areas,Females,65 years or over,"12,000"
5759,2019,Slovenia,Rural areas,Females,75 years or over,"10,939"
5760,2019,Slovakia,Cities,Males,Less than 18 years,"9,058"
5761,2019,Slovakia,Cities,Males,From 18 to 64 years,"10,692"
5762,2019,Slovakia,Cities,Males,18 years or over,"10,351"
5763,2019,Slovakia,Cities,Males,60 years or over,"9,492"
5764,2019,Slovakia,Cities,Males,65 years or over,"8,778"
5765,2019,Slovakia,Cities,Males,75 years or over,"8,052"
5766,2019,Slovakia,Cities,Females,Less than 18 years,"9,053"
5767,2019,Slovakia,Cities,Females,From 18 to 64 years,"10,389"
5768,2019,Slovakia,Cities,Females,18 years or over,"9,780"
5769,2019,Slovakia,Cities,Females,60 years or over,"8,555"
5770,2019,Slovakia,Cities,Females,65 years or over,"7,957"
5771,2019,Slovakia,Cities,Females,75 years or over,"7,307"
5772,2019,Slovakia,Towns and suburbs,Males,Less than 18 years,"7,403"
5773,2019,Slovakia,Towns and suburbs,Males,From 18 to 64 years,"8,844"
5774,2019,Slovakia,Towns and suburbs,Males,18 years or over,"8,670"
5775,2019,Slovakia,Towns and suburbs,Males,60 years or over,"8,220"
5776,2019,Slovakia,Towns and suburbs,Males,65 years or over,"7,737"
5777,2019,Slovakia,Towns and suburbs,Males,75 years or over,"7,221"
5778,2019,Slovakia,Towns and suburbs,Females,Less than 18 years,"7,213"
5779,2019,Slovakia,Towns and suburbs,Females,From 18 to 64 years,"8,632"
5780,2019,Slovakia,Towns and suburbs,Females,18 years or over,"8,346"
5781,2019,Slovakia,Towns and suburbs,Females,60 years or over,"7,703"
5782,2019,Slovakia,Towns and suburbs,Females,65 years or over,"7,361"
5783,2019,Slovakia,Towns and suburbs,Females,75 years or over,"6,947"
5784,2019,Slovakia,Rural areas,Males,Less than 18 years,"6,795"
5785,2019,Slovakia,Rural areas,Males,From 18 to 64 years,"8,629"
5786,2019,Slovakia,Rural areas,Males,18 years or over,"8,477"
5787,2019,Slovakia,Rural areas,Males,60 years or over,"8,084"
5788,2019,Slovakia,Rural areas,Males,65 years or over,"7,645"
5789,2019,Slovakia,Rural areas,Males,75 years or over,"7,388"
5790,2019,Slovakia,Rural areas,Females,Less than 18 years,"7,108"
5791,2019,Slovakia,Rural areas,Females,From 18 to 64 years,"8,341"
5792,2019,Slovakia,Rural areas,Females,18 years or over,"8,163"
5793,2019,Slovakia,Rural areas,Females,60 years or over,"7,642"
5794,2019,Slovakia,Rural areas,Females,65 years or over,"7,513"
5795,2019,Slovakia,Rural areas,Females,75 years or over,"7,225"
5796,2019,Finland,Cities,Males,Less than 18 years,"29,928"
5797,2019,Finland,Cities,Males,From 18 to 64 years,"30,791"
5798,2019,Finland,Cities,Males,18 years or over,"30,665"
5799,2019,Finland,Cities,Males,60 years or over,"31,490"
5800,2019,Finland,Cities,Males,65 years or over,"30,080"
5801,2019,Finland,Cities,Males,75 years or over,"27,548"
5802,2019,Finland,Cities,Females,Less than 18 years,"30,208"
5803,2019,Finland,Cities,Females,From 18 to 64 years,"30,716"
5804,2019,Finland,Cities,Females,18 years or over,"29,520"
5805,2019,Finland,Cities,Females,60 years or over,"28,167"
5806,2019,Finland,Cities,Females,65 years or over,"25,691"
5807,2019,Finland,Cities,Females,75 years or over,"22,672"
5808,2019,Finland,Towns and suburbs,Males,Less than 18 years,"25,585"
5809,2019,Finland,Towns and suburbs,Males,From 18 to 64 years,"28,783"
5810,2019,Finland,Towns and suburbs,Males,18 years or over,"28,056"
5811,2019,Finland,Towns and suburbs,Males,60 years or over,"27,668"
5812,2019,Finland,Towns and suburbs,Males,65 years or over,"26,072"
5813,2019,Finland,Towns and suburbs,Males,75 years or over,"23,961"
5814,2019,Finland,Towns and suburbs,Females,Less than 18 years,"26,213"
5815,2019,Finland,Towns and suburbs,Females,From 18 to 64 years,"29,234"
5816,2019,Finland,Towns and suburbs,Females,18 years or over,"26,921"
5817,2019,Finland,Towns and suburbs,Females,60 years or over,"23,806"
5818,2019,Finland,Towns and suburbs,Females,65 years or over,"22,061"
5819,2019,Finland,Towns and suburbs,Females,75 years or over,"19,633"
5820,2019,Finland,Rural areas,Males,Less than 18 years,"25,129"
5821,2019,Finland,Rural areas,Males,From 18 to 64 years,"29,006"
5822,2019,Finland,Rural areas,Males,18 years or over,"27,223"
5823,2019,Finland,Rural areas,Males,60 years or over,"25,501"
5824,2019,Finland,Rural areas,Males,65 years or over,"23,182"
5825,2019,Finland,Rural areas,Males,75 years or over,"20,245"
5826,2019,Finland,Rural areas,Females,Less than 18 years,"25,484"
5827,2019,Finland,Rural areas,Females,From 18 to 64 years,"28,849"
5828,2019,Finland,Rural areas,Females,18 years or over,"25,980"
5829,2019,Finland,Rural areas,Females,60 years or over,"22,726"
5830,2019,Finland,Rural areas,Females,65 years or over,"20,701"
5831,2019,Finland,Rural areas,Females,75 years or over,"17,889"
5832,2019,Sweden,Cities,Males,Less than 18 years,"25,354"
5833,2019,Sweden,Cities,Males,From 18 to 64 years,"28,846"
5834,2019,Sweden,Cities,Males,18 years or over,"28,493"
5835,2019,Sweden,Cities,Males,60 years or over,"29,958"
5836,2019,Sweden,Cities,Males,65 years or over,"26,897"
5837,2019,Sweden,Cities,Males,75 years or over,"24,196"
5838,2019,Sweden,Cities,Females,Less than 18 years,"24,584"
5839,2019,Sweden,Cities,Females,From 18 to 64 years,"28,868"
5840,2019,Sweden,Cities,Females,18 years or over,"27,689"
5841,2019,Sweden,Cities,Females,60 years or over,"25,479"
5842,2019,Sweden,Cities,Females,65 years or over,"23,692"
5843,2019,Sweden,Cities,Females,75 years or over,"19,498"
5844,2019,Sweden,Towns and suburbs,Males,Less than 18 years,"23,828"
5845,2019,Sweden,Towns and suburbs,Males,From 18 to 64 years,"29,379"
5846,2019,Sweden,Towns and suburbs,Males,18 years or over,"28,436"
5847,2019,Sweden,Towns and suburbs,Males,60 years or over,"26,913"
5848,2019,Sweden,Towns and suburbs,Males,65 years or over,"25,579"
5849,2019,Sweden,Towns and suburbs,Males,75 years or over,"21,075"
5850,2019,Sweden,Towns and suburbs,Females,Less than 18 years,"23,567"
5851,2019,Sweden,Towns and suburbs,Females,From 18 to 64 years,"27,759"
5852,2019,Sweden,Towns and suburbs,Females,18 years or over,"25,938"
5853,2019,Sweden,Towns and suburbs,Females,60 years or over,"23,570"
5854,2019,Sweden,Towns and suburbs,Females,65 years or over,"21,683"
5855,2019,Sweden,Towns and suburbs,Females,75 years or over,"17,519"
5856,2019,Sweden,Rural areas,Males,Less than 18 years,"20,925"
5857,2019,Sweden,Rural areas,Males,From 18 to 64 years,"26,145"
5858,2019,Sweden,Rural areas,Males,18 years or over,"25,476"
5859,2019,Sweden,Rural areas,Males,60 years or over,"25,422"
5860,2019,Sweden,Rural areas,Males,65 years or over,"24,072"
5861,2019,Sweden,Rural areas,Males,75 years or over,"21,823"
5862,2019,Sweden,Rural areas,Females,Less than 18 years,"20,278"
5863,2019,Sweden,Rural areas,Females,From 18 to 64 years,"25,470"
5864,2019,Sweden,Rural areas,Females,18 years or over,"24,444"
5865,2019,Sweden,Rural areas,Females,60 years or over,"23,566"
5866,2019,Sweden,Rural areas,Females,65 years or over,"22,160"
5867,2019,Sweden,Rural areas,Females,75 years or over,"17,531"
5868,2019,Iceland,Cities,Males,Less than 18 years,
5869,2019,Iceland,Cities,Males,From 18 to 64 years,
5870,2019,Iceland,Cities,Males,18 years or over,
5871,2019,Iceland,Cities,Males,60 years or over,
5872,2019,Iceland,Cities,Males,65 years or over,
5873,2019,Iceland,Cities,Males,75 years or over,
5874,2019,Iceland,Cities,Females,Less than 18 years,
5875,2019,Iceland,Cities,Females,From 18 to 64 years,
5876,2019,Iceland,Cities,Females,18 years or over,
5877,2019,Iceland,Cities,Females,60 years or over,
5878,2019,Iceland,Cities,Females,65 years or over,
5879,2019,Iceland,Cities,Females,75 years or over,
5880,2019,Iceland,Towns and suburbs,Males,Less than 18 years,
5881,2019,Iceland,Towns and suburbs,Males,From 18 to 64 years,
5882,2019,Iceland,Towns and suburbs,Males,18 years or over,
5883,2019,Iceland,Towns and suburbs,Males,60 years or over,
5884,2019,Iceland,Towns and suburbs,Males,65 years or over,
5885,2019,Iceland,Towns and suburbs,Males,75 years or over,
5886,2019,Iceland,Towns and suburbs,Females,Less than 18 years,
5887,2019,Iceland,Towns and suburbs,Females,From 18 to 64 years,
5888,2019,Iceland,Towns and suburbs,Females,18 years or over,
5889,2019,Iceland,Towns and suburbs,Females,60 years or over,
5890,2019,Iceland,Towns and suburbs,Females,65 years or over,
5891,2019,Iceland,Towns and suburbs,Females,75 years or over,
5892,2019,Iceland,Rural areas,Males,Less than 18 years,
5893,2019,Iceland,Rural areas,Males,From 18 to 64 years,
5894,2019,Iceland,Rural areas,Males,18 years or over,
5895,2019,Iceland,Rural areas,Males,60 years or over,
5896,2019,Iceland,Rural areas,Males,65 years or over,
5897,2019,Iceland,Rural areas,Males,75 years or over,
5898,2019,Iceland,Rural areas,Females,Less than 18 years,
5899,2019,Iceland,Rural areas,Females,From 18 to 64 years,
5900,2019,Iceland,Rural areas,Females,18 years or over,
5901,2019,Iceland,Rural areas,Females,60 years or over,
5902,2019,Iceland,Rural areas,Females,65 years or over,
5903,2019,Iceland,Rural areas,Females,75 years or over,
5904,2019,Norway,Cities,Males,Less than 18 years,"42,418"
5905,2019,Norway,Cities,Males,From 18 to 64 years,"43,209"
5906,2019,Norway,Cities,Males,18 years or over,"44,356"
5907,2019,Norway,Cities,Males,60 years or over,"52,932"
5908,2019,Norway,Cities,Males,65 years or over,"51,001"
5909,2019,Norway,Cities,Males,75 years or over,"46,206"
5910,2019,Norway,Cities,Females,Less than 18 years,"41,842"
5911,2019,Norway,Cities,Females,From 18 to 64 years,"43,861"
5912,2019,Norway,Cities,Females,18 years or over,"43,462"
5913,2019,Norway,Cities,Females,60 years or over,"44,939"
5914,2019,Norway,Cities,Females,65 years or over,"41,667"
5915,2019,Norway,Cities,Females,75 years or over,"37,514"
5916,2019,Norway,Towns and suburbs,Males,Less than 18 years,"39,065"
5917,2019,Norway,Towns and suburbs,Males,From 18 to 64 years,"46,070"
5918,2019,Norway,Towns and suburbs,Males,18 years or over,"45,025"
5919,2019,Norway,Towns and suburbs,Males,60 years or over,"45,704"
5920,2019,Norway,Towns and suburbs,Males,65 years or over,"41,307"
5921,2019,Norway,Towns and suburbs,Males,75 years or over,"36,339"
5922,2019,Norway,Towns and suburbs,Females,Less than 18 years,"41,131"
5923,2019,Norway,Towns and suburbs,Females,From 18 to 64 years,"44,886"
5924,2019,Norway,Towns and suburbs,Females,18 years or over,"42,931"
5925,2019,Norway,Towns and suburbs,Females,60 years or over,"40,930"
5926,2019,Norway,Towns and suburbs,Females,65 years or over,"37,497"
5927,2019,Norway,Towns and suburbs,Females,75 years or over,"32,959"
5928,2019,Norway,Rural areas,Males,Less than 18 years,"36,010"
5929,2019,Norway,Rural areas,Males,From 18 to 64 years,"43,778"
5930,2019,Norway,Rural areas,Males,18 years or over,"43,178"
5931,2019,Norway,Rural areas,Males,60 years or over,"44,624"
5932,2019,Norway,Rural areas,Males,65 years or over,"41,237"
5933,2019,Norway,Rural areas,Males,75 years or over,"35,307"
5934,2019,Norway,Rural areas,Females,Less than 18 years,"36,501"
5935,2019,Norway,Rural areas,Females,From 18 to 64 years,"42,000"
5936,2019,Norway,Rural areas,Females,18 years or over,"40,664"
5937,2019,Norway,Rural areas,Females,60 years or over,"39,747"
5938,2019,Norway,Rural areas,Females,65 years or over,"36,932"
5939,2019,Norway,Rural areas,Females,75 years or over,"29,661"
5940,2019,Switzerland,Cities,Males,Less than 18 years,"57,450"
5941,2019,Switzerland,Cities,Males,From 18 to 64 years,"55,011"
5942,2019,Switzerland,Cities,Males,18 years or over,"52,676"
5943,2019,Switzerland,Cities,Males,60 years or over,"45,863"
5944,2019,Switzerland,Cities,Males,65 years or over,"43,321"
5945,2019,Switzerland,Cities,Males,75 years or over,"40,644"
5946,2019,Switzerland,Cities,Females,Less than 18 years,"48,298"
5947,2019,Switzerland,Cities,Females,From 18 to 64 years,"51,573"
5948,2019,Switzerland,Cities,Females,18 years or over,"48,535"
5949,2019,Switzerland,Cities,Females,60 years or over,"40,769"
5950,2019,Switzerland,Cities,Females,65 years or over,"38,459"
5951,2019,Switzerland,Cities,Females,75 years or over,"36,280"
5952,2019,Switzerland,Towns and suburbs,Males,Less than 18 years,"41,318"
5953,2019,Switzerland,Towns and suburbs,Males,From 18 to 64 years,"52,157"
5954,2019,Switzerland,Towns and suburbs,Males,18 years or over,"50,226"
5955,2019,Switzerland,Towns and suburbs,Males,60 years or over,"46,316"
5956,2019,Switzerland,Towns and suburbs,Males,65 years or over,"43,261"
5957,2019,Switzerland,Towns and suburbs,Males,75 years or over,"38,693"
5958,2019,Switzerland,Towns and suburbs,Females,Less than 18 years,"41,165"
5959,2019,Switzerland,Towns and suburbs,Females,From 18 to 64 years,"49,949"
5960,2019,Switzerland,Towns and suburbs,Females,18 years or over,"46,948"
5961,2019,Switzerland,Towns and suburbs,Females,60 years or over,"40,393"
5962,2019,Switzerland,Towns and suburbs,Females,65 years or over,"36,360"
5963,2019,Switzerland,Towns and suburbs,Females,75 years or over,"33,947"
5964,2019,Switzerland,Rural areas,Males,Less than 18 years,"38,294"
5965,2019,Switzerland,Rural areas,Males,From 18 to 64 years,"48,391"
5966,2019,Switzerland,Rural areas,Males,18 years or over,"45,856"
5967,2019,Switzerland,Rural areas,Males,60 years or over,"40,536"
5968,2019,Switzerland,Rural areas,Males,65 years or over,"35,827"
5969,2019,Switzerland,Rural areas,Males,75 years or over,"31,651"
5970,2019,Switzerland,Rural areas,Females,Less than 18 years,"39,602"
5971,2019,Switzerland,Rural areas,Females,From 18 to 64 years,"46,085"
5972,2019,Switzerland,Rural areas,Females,18 years or over,"43,036"
5973,2019,Switzerland,Rural areas,Females,60 years or over,"35,898"
5974,2019,Switzerland,Rural areas,Females,65 years or over,"32,272"
5975,2019,Switzerland,Rural areas,Females,75 years or over,"27,457"
5976,2019,United Kingdom,Cities,Males,Less than 18 years,
5977,2019,United Kingdom,Cities,Males,From 18 to 64 years,
5978,2019,United Kingdom,Cities,Males,18 years or over,
5979,2019,United Kingdom,Cities,Males,60 years or over,
5980,2019,United Kingdom,Cities,Males,65 years or over,
5981,2019,United Kingdom,Cities,Males,75 years or over,
5982,2019,United Kingdom,Cities,Females,Less than 18 years,
5983,2019,United Kingdom,Cities,Females,From 18 to 64 years,
5984,2019,United Kingdom,Cities,Females,18 years or over,
5985,2019,United Kingdom,Cities,Females,60 years or over,
5986,2019,United Kingdom,Cities,Females,65 years or over,
5987,2019,United Kingdom,Cities,Females,75 years or over,
5988,2019,United Kingdom,Towns and suburbs,Males,Less than 18 years,
5989,2019,United Kingdom,Towns and suburbs,Males,From 18 to 64 years,
5990,2019,United Kingdom,Towns and suburbs,Males,18 years or over,
5991,2019,United Kingdom,Towns and suburbs,Males,60 years or over,
5992,2019,United Kingdom,Towns and suburbs,Males,65 years or over,
5993,2019,United Kingdom,Towns and suburbs,Males,75 years or over,
5994,2019,United Kingdom,Towns and suburbs,Females,Less than 18 years,
5995,2019,United Kingdom,Towns and suburbs,Females,From 18 to 64 years,
5996,2019,United Kingdom,Towns and suburbs,Females,18 years or over,
5997,2019,United Kingdom,Towns and suburbs,Females,60 years or over,
5998,2019,United Kingdom,Towns and suburbs,Females,65 years or over,
5999,2019,United Kingdom,Towns and suburbs,Females,75 years or over,
6000,2019,United Kingdom,Rural areas,Males,Less than 18 years,
6001,2019,United Kingdom,Rural areas,Males,From 18 to 64 years,
6002,2019,United Kingdom,Rural areas,Males,18 years or over,
6003,2019,United Kingdom,Rural areas,Males,60 years or over,
6004,2019,United Kingdom,Rural areas,Males,65 years or over,
6005,2019,United Kingdom,Rural areas,Males,75 years or over,
6006,2019,United Kingdom,Rural areas,Females,Less than 18 years,
6007,2019,United Kingdom,Rural areas,Females,From 18 to 64 years,
6008,2019,United Kingdom,Rural areas,Females,18 years or over,
6009,2019,United Kingdom,Rural areas,Females,60 years or over,
6010,2019,United Kingdom,Rural areas,Females,65 years or over,
6011,2019,United Kingdom,Rural areas,Females,75 years or over,
6012,2019,North Macedonia,Cities,Males,Less than 18 years,"2,706"
6013,2019,North Macedonia,Cities,Males,From 18 to 64 years,"3,255"
6014,2019,North Macedonia,Cities,Males,18 years or over,"3,358"
6015,2019,North Macedonia,Cities,Males,60 years or over,"3,703"
6016,2019,North Macedonia,Cities,Males,65 years or over,"3,830"
6017,2019,North Macedonia,Cities,Males,75 years or over,"3,972"
6018,2019,North Macedonia,Cities,Females,Less than 18 years,"2,833"
6019,2019,North Macedonia,Cities,Females,From 18 to 64 years,"3,227"
6020,2019,North Macedonia,Cities,Females,18 years or over,"3,296"
6021,2019,North Macedonia,Cities,Females,60 years or over,"3,493"
6022,2019,North Macedonia,Cities,Females,65 years or over,"3,555"
6023,2019,North Macedonia,Cities,Females,75 years or over,"3,461"
6024,2019,North Macedonia,Towns and suburbs,Males,Less than 18 years,"2,600"
6025,2019,North Macedonia,Towns and suburbs,Males,From 18 to 64 years,"3,044"
6026,2019,North Macedonia,Towns and suburbs,Males,18 years or over,"3,070"
6027,2019,North Macedonia,Towns and suburbs,Males,60 years or over,"3,239"
6028,2019,North Macedonia,Towns and suburbs,Males,65 years or over,"3,204"
6029,2019,North Macedonia,Towns and suburbs,Males,75 years or over,"3,311"
6030,2019,North Macedonia,Towns and suburbs,Females,Less than 18 years,"2,560"
6031,2019,North Macedonia,Towns and suburbs,Females,From 18 to 64 years,"2,967"
6032,2019,North Macedonia,Towns and suburbs,Females,18 years or over,"2,977"
6033,2019,North Macedonia,Towns and suburbs,Females,60 years or over,"3,064"
6034,2019,North Macedonia,Towns and suburbs,Females,65 years or over,"3,020"
6035,2019,North Macedonia,Towns and suburbs,Females,75 years or over,"2,960"
6036,2019,North Macedonia,Rural areas,Males,Less than 18 years,"2,428"
6037,2019,North Macedonia,Rural areas,Males,From 18 to 64 years,"2,816"
6038,2019,North Macedonia,Rural areas,Males,18 years or over,"2,816"
6039,2019,North Macedonia,Rural areas,Males,60 years or over,"2,799"
6040,2019,North Macedonia,Rural areas,Males,65 years or over,"2,816"
